profit
1363528810
228436354
185238201
1868178225
1316249360
397950503
285603537
487380321
1082730962
678708609
635674609
7987720
21869414
155637091
1125035767
111760117
277771424
388602163
447351353
490523427
19035668
61709827
360490832
529651467
105346506
532330139
147863606
322802136
68346473
250256926
29355203
53069268
258506194
122610473
92170815
29401758
22354572
156926147
21561644
51076141
173634991
50396650
4441873
33145109
17629776
4333790
233871007
73512300
-30000000
5064511
28472135
159564672
148427584
41134059
28718711
16606743
4523226
-29581440
49191523
-52247060
54025816
47977595
36923945
170666219
103862963
47347656
-6179242
-20000000
102935567
105795793
19848185
17972994
45895
-21611680
0
0
147233113
13623572
27395996
2714043
29013281
386183544
7000000
26181942
-9136685
73384188
60437994
-3812888
2000000
-46675670
53978653
190360392
0
-10000000
33571250
233755553
6410000
35028634
42882018
77597242
0
0
46163103
0
19263404
56799880
-139234
93450062
46775678
-8849864
46548707
-19791412
49418872
17286781
208085
50619773
0
75011053
20248241
5189646
47629670
19679822
0
107613057
68099553
229094
-6764339
12689727
2500431
237594032
4719695
23967255
59700000
-11000000
1702433
-29335251
61882090
16680201
94303851
118483
0
35387687
-5772702
0
-4240714
-1800000
17671101
0
11472454
-20000000
-522998
0
0
3643591
-12000000
16391084
-15000000
23325328
0
-630019
48273173
1936524
-2412515
66511453
0
-60000000
0
-97277
2002420
0
5122090
6075
13192457
16775
0
0
0
30229977
3002884
75978266
-13579681
0
1986615
-10749980
-26000000
0
-20997739
0
231737
0
0
134552
0
3214116
-11000000
8413144
0
0
0
0
-6426665
0
-2304731
-7058446
0
835752
-11979336
-2240000
13444999
-11215237
-6588073
-1685349
0
-3856899
0
0
0
0
0
0
8034
0
0
27991087
0
60810728
0
-8000000
0
-20568747
-1954569
0
0
-7000000
-12000000
45710059
0
0
-3000000
-6000000
0
0
42564410
0
0
0
-6665073
0
0
0
1236094
0
0
0
0
157768
-21000000
0
0
0
0
0
0
0
0
-20000000
0
0
-5300000
13603453
12571189
0
0
0
-11353212
316472
0
0
0
0
3286448
0
0
0
0
0
0
-2666316
0
-10000000
0
-5909223
0
0
4505
0
0
387000
0
0
-1000000
0
0
0
323793
0
228136
0
830129
-1950000
0
-1000000
0
0
49970
0
0
0
0
0
0
0
0
0
0
-5000000
0
-6000000
0
0
-4400000
-9982528
0
0
0
0
0
0
0
0
0
16661077
0
0
7449681
0
494506
0
0
0
801508
0
0
0
70958
0
0
-27000000
0
0
0
0
0
643557
0
0
0
0
0
0
2334228
0
3447633
0
0
0
0
0
4444
0
-157301
0
0
-3500000
0
0
0
0
-700000
-500000
0
0
0
-2000000
0
0
0
0
0
-1000000
0
0
0
0
0
0
-20000000
0
0
6487452
0
0
0
0
0
0
0
-7500000
0
0
2642899
0
0
0
0
0
-1500000
-1500000
0
0
0
0
0
0
161820
0
0
0
0
0
0
0
0
30400
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
-650000
0
0
0
0
0
0
1100000
-2500000
0
0
0
0
0
104507
0
0
0
0
0
0
0
-9500000
0
0
-3000000
0
0
-3400000
6921
0
0
64790117
0
0
0
0
0
0
0
0
0
0
0
0
-1000000
0
0
0
0
0
0
0
0
0
-1300000
28281
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
-3000000
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
-1900000
0
0
0
1301696
0
0
0
44695
0
0
0
0
